epoch,accuracy,loss,val_accuracy,val_loss
0,0.22870588302612305,1.679704189300537,0.2199999988079071,1.6367393732070923
1,0.24705882370471954,1.6030443906784058,0.2226666659116745,1.601732611656189
2,0.2616470456123352,1.575195550918579,0.2226666659116745,1.60712468624115
3,0.3082352876663208,1.5200231075286865,0.2680000066757202,1.5918495655059814
4,0.32682353258132935,1.488471508026123,0.24533332884311676,1.5633189678192139
5,0.350352942943573,1.43480384349823,0.29600000381469727,1.4752906560897827
6,0.3969411849975586,1.3414987325668335,0.46799999475479126,1.2929450273513794
7,0.45811763405799866,1.2229667901992798,0.46399998664855957,1.2200639247894287
8,0.474117636680603,1.183351755142212,0.41999998688697815,1.2934716939926147
9,0.4990588128566742,1.1297177076339722,0.2840000092983246,1.6454830169677734
