epoch,accuracy,loss,val_accuracy,val_loss
0,0.2820749878883362,1.5494593381881714,0.3109999895095825,1.509984016418457
1,0.49752500653266907,1.1448030471801758,0.39079999923706055,1.3889113664627075
2,0.6739500164985657,0.7939962148666382,0.6953999996185303,0.699589729309082
3,0.7548499703407288,0.6161770224571228,0.5741000175476074,1.0587360858917236
4,0.8216249942779541,0.4645243287086487,0.6503000259399414,0.8565257787704468
5,0.8749250173568726,0.33807510137557983,0.8525999784469604,0.39505112171173096
6,0.9125499725341797,0.23879359662532806,0.5253999829292297,1.3886570930480957
7,0.940625011920929,0.16685383021831512,0.8511000275611877,0.4346303343772888
8,0.9545249938964844,0.1339198499917984,0.7771999835968018,0.6480782628059387
9,0.9605500102043152,0.11180069297552109,0.9544000029563904,0.11438833177089691
10,0.9635499715805054,0.10365570336580276,0.8083000183105469,0.4900315999984741
11,0.9644500017166138,0.09601524472236633,0.906000018119812,0.2560402750968933
12,0.9667999744415283,0.09320592880249023,0.7730000019073486,0.6953943967819214
13,0.9667999744415283,0.09034531563520432,0.9736999869346619,0.07036098092794418
14,0.9675250053405762,0.08857391029596329,0.9460999965667725,0.16390463709831238
15,0.9674249887466431,0.08382397145032883,0.9139000177383423,0.2530592381954193
16,0.9687749743461609,0.0791732519865036,0.9132000207901001,0.25161927938461304
17,0.9696000218391418,0.08006823807954788,0.953000009059906,0.12469126284122467
18,0.970550000667572,0.07658280432224274,0.8690000176429749,0.40004539489746094
19,0.9713000059127808,0.07337801158428192,0.975600004196167,0.05789283290505409
20,0.9708999991416931,0.07215461879968643,0.9652000069618225,0.12835414707660675
21,0.9725499749183655,0.06817333400249481,0.97079998254776,0.10210879892110825
22,0.9721500277519226,0.07106570154428482,0.7188000082969666,0.7888456583023071
23,0.9708499908447266,0.0705895721912384,0.857200026512146,0.33312657475471497
24,0.9728500247001648,0.06799643486738205,0.9693999886512756,0.07940246909856796
25,0.9714999794960022,0.06857039779424667,0.9629999995231628,0.0858868658542633
26,0.9729750156402588,0.06549354642629623,0.9649999737739563,0.10340601950883865
27,0.9735000133514404,0.06734238564968109,0.7573999762535095,0.7409688234329224
28,0.9731249809265137,0.0650470107793808,0.9444000124931335,0.16764400899410248
29,0.9739750027656555,0.061882756650447845,0.9753999710083008,0.06297169625759125
30,0.9724249839782715,0.06694836914539337,0.954200029373169,0.13383561372756958
31,0.9739750027656555,0.062317974865436554,0.9083999991416931,0.30413639545440674
32,0.974049985408783,0.06171532720327377,0.9420999884605408,0.15994516015052795
33,0.9752249717712402,0.060174938291311264,0.9747999906539917,0.05501663312315941
34,0.9750999808311462,0.058516889810562134,0.9700999855995178,0.07056170701980591
35,0.9746749997138977,0.059660401195287704,0.9599000215530396,0.14628244936466217
36,0.9746500253677368,0.059879619628190994,0.9659000039100647,0.0983763262629509
37,0.9748250246047974,0.05943358317017555,0.958899974822998,0.15528711676597595
38,0.9751999974250793,0.059359125792980194,0.9621000289916992,0.09638060629367828
39,0.9741500020027161,0.05998989939689636,0.9337999820709229,0.1776299625635147
40,0.9752249717712402,0.05943076312541962,0.9721999764442444,0.0673367828130722
41,0.9749249815940857,0.058292970061302185,0.9025999903678894,0.2515013515949249
42,0.9753249883651733,0.05752667412161827,0.6901999711990356,1.8428817987442017
43,0.9742249846458435,0.058691564947366714,0.9584000110626221,0.1123412474989891
44,0.9754250049591064,0.05603734776377678,0.8870999813079834,0.34142059087753296
45,0.9746999740600586,0.05581654608249664,0.9671000242233276,0.09477923810482025
46,0.9752249717712402,0.05667702481150627,0.9758999943733215,0.06704755127429962
47,0.9762750267982483,0.0558951310813427,0.9602000117301941,0.10456368327140808
48,0.9750000238418579,0.05618298426270485,0.974399983882904,0.05868713930249214
49,0.9767749905586243,0.05274484306573868,0.9039999842643738,0.2601966857910156
50,0.9760000109672546,0.05443252995610237,0.765500009059906,0.6630881428718567
51,0.9765750169754028,0.05285123735666275,0.8626000285148621,0.4534922242164612
52,0.9761499762535095,0.05255933851003647,0.9395999908447266,0.1720101535320282
53,0.9761000275611877,0.0543614886701107,0.6572999954223633,1.4337934255599976
54,0.9753749966621399,0.05475909262895584,0.9279999732971191,0.21641196310520172
55,0.9767500162124634,0.05198744684457779,0.9440000057220459,0.15706732869148254
56,0.9764249920845032,0.05371694266796112,0.9603000283241272,0.10670658946037292
57,0.977400004863739,0.050513964146375656,0.9610000252723694,0.10840378701686859
58,0.9770249724388123,0.05155419185757637,0.9726999998092651,0.07524263113737106
59,0.9767000079154968,0.05137240141630173,0.9657999873161316,0.09205647557973862
60,0.977400004863739,0.05028104782104492,0.9688000082969666,0.06769449263811111
61,0.9769999980926514,0.05144825577735901,0.9624000191688538,0.11646538972854614
62,0.9767500162124634,0.05143742635846138,0.9754999876022339,0.06324216723442078
63,0.9781749844551086,0.04859734699130058,0.9729999899864197,0.05859708413481712
64,0.9776250123977661,0.048755064606666565,0.9728999733924866,0.06992115825414658
65,0.9770749807357788,0.05169808492064476,0.9470000267028809,0.14499303698539734
66,0.9782000184059143,0.049238838255405426,0.9690999984741211,0.06500212103128433
67,0.9775999784469604,0.050248097628355026,0.9455000162124634,0.1393737941980362
68,0.9787750244140625,0.047795090824365616,0.9696999788284302,0.07297185808420181
69,0.9782750010490417,0.04891186207532883,0.9742000102996826,0.059424400329589844
70,0.9792249798774719,0.047686319798231125,0.9527999758720398,0.1296498328447342
71,0.9784250259399414,0.04841883108019829,0.9519000053405762,0.13703584671020508
72,0.9770749807357788,0.05245136842131615,0.9233999848365784,0.21859110891819
73,0.9775750041007996,0.04874211177229881,0.9726999998092651,0.07501323521137238
74,0.9785749912261963,0.04734114184975624,0.9764000177383423,0.058247875422239304
75,0.9784500002861023,0.048389893025159836,0.97079998254776,0.06812720745801926
76,0.9790499806404114,0.046441271901130676,0.9682000279426575,0.0825076699256897
77,0.9778749942779541,0.0478866770863533,0.9718999862670898,0.0773899257183075
78,0.9783499836921692,0.04815472289919853,0.9696000218391418,0.06827085465192795
79,0.9791499972343445,0.04657328873872757,0.9693999886512756,0.09680397808551788
80,0.9788500070571899,0.04647107049822807,0.9646000266075134,0.08552490174770355
81,0.9793499708175659,0.045818574726581573,0.9692000150680542,0.07978411763906479
82,0.9793999791145325,0.045229315757751465,0.968999981880188,0.0716627836227417
83,0.9789749979972839,0.04617823660373688,0.9358999729156494,0.19653519988059998
84,0.979574978351593,0.04594438523054123,0.9724000096321106,0.07247170060873032
85,0.9796249866485596,0.04441017284989357,0.9743000268936157,0.0604829266667366
86,0.9802250266075134,0.04463442787528038,0.9728999733924866,0.06281189620494843
87,0.9794750213623047,0.04471424221992493,0.9746000170707703,0.05449414625763893
88,0.9793999791145325,0.04434466361999512,0.973800003528595,0.061616044491529465
89,0.9804999828338623,0.044988907873630524,0.96670001745224,0.07558286935091019
90,0.9805999994277954,0.044217612594366074,0.9243000149726868,0.2657371461391449
91,0.9801499843597412,0.044288113713264465,0.9718000292778015,0.0655699372291565
92,0.9804250001907349,0.04382731765508652,0.9710999727249146,0.07780225574970245
93,0.9796249866485596,0.0434877909719944,0.9718000292778015,0.0699341893196106
94,0.9807249903678894,0.042676664888858795,0.9736999869346619,0.06138022989034653
95,0.980525016784668,0.04312887787818909,0.953000009059906,0.12087592482566833
96,0.9797250032424927,0.04337858408689499,0.9750999808311462,0.055922407656908035
97,0.9800249934196472,0.04358439892530441,0.975600004196167,0.0585109181702137
98,0.9803249835968018,0.04362645372748375,0.9726999998092651,0.06362994015216827
99,0.981024980545044,0.04226373881101608,0.9732999801635742,0.07264123111963272
100,0.9800500273704529,0.0427301824092865,0.9707000255584717,0.07330633699893951
101,0.9824249744415283,0.040868859738111496,0.9714999794960022,0.06037985906004906
102,0.9804499745368958,0.04314050450921059,0.9639999866485596,0.09613706916570663
103,0.9808250069618225,0.04330591484904289,0.9736999869346619,0.06437998265028
104,0.9814249873161316,0.04147019237279892,0.8043000102043152,0.7985826730728149
105,0.9814749956130981,0.04165229946374893,0.9710999727249146,0.06717876344919205
106,0.9808750152587891,0.0409778393805027,0.9728000164031982,0.06550894677639008
107,0.9822250008583069,0.0403890423476696,0.9718000292778015,0.06627044826745987
108,0.9817749857902527,0.04095182940363884,0.9729999899864197,0.06450678408145905
109,0.9816750288009644,0.04192155972123146,0.9761999845504761,0.05854593962430954
110,0.9819250106811523,0.039741743355989456,0.97079998254776,0.06676620244979858
111,0.9816499948501587,0.040190860629081726,0.963100016117096,0.10154523700475693
112,0.9815000295639038,0.03976643830537796,0.9717000126838684,0.060873743146657944
113,0.9818999767303467,0.03932025283575058,0.9513999819755554,0.12887252867221832
114,0.9817249774932861,0.04091207683086395,0.9722999930381775,0.07009710371494293
115,0.9822250008583069,0.03925823047757149,0.9729999899864197,0.06188792735338211
116,0.9826250076293945,0.04082430526614189,0.9646999835968018,0.10006772726774216
117,0.9817500114440918,0.03969581052660942,0.9732000231742859,0.07314514368772507
118,0.9816750288009644,0.04104482755064964,0.8605999946594238,0.43890511989593506
119,0.98294997215271,0.03916626423597336,0.9746999740600586,0.06565767526626587
120,0.9825500249862671,0.03878747299313545,0.9739000201225281,0.06139640510082245
121,0.9822499752044678,0.03831035643815994,0.9639999866485596,0.10381115972995758
122,0.9823499917984009,0.03842749819159508,0.9736999869346619,0.06257877498865128
123,0.983299970626831,0.03747092932462692,0.9624999761581421,0.09099686145782471
124,0.9829750061035156,0.03702828660607338,0.9733999967575073,0.06268042325973511
125,0.9821749925613403,0.03923991695046425,0.9758999943733215,0.06370411068201065
