epoch,accuracy,loss,val_accuracy,val_loss
0,0.21199999749660492,1.6718854904174805,0.19333332777023315,1.6064579486846924
1,0.23105882108211517,1.6023280620574951,0.19866666197776794,1.6068453788757324
2,0.282117635011673,1.5537327527999878,0.2626666724681854,1.5903284549713135
3,0.3145882487297058,1.5140528678894043,0.3253333270549774,1.5380351543426514
4,0.339529424905777,1.464874029159546,0.2240000069141388,1.6056983470916748
5,0.358352929353714,1.434126615524292,0.3333333432674408,1.4857285022735596
6,0.3969411849975586,1.3390188217163086,0.2853333353996277,1.430248737335205
7,0.46164706349372864,1.2219029664993286,0.335999995470047,1.416418433189392
8,0.5040000081062317,1.1106818914413452,0.3893333375453949,1.3517440557479858
9,0.5470588207244873,1.0503389835357666,0.5266666412353516,1.066698431968689
