epoch,accuracy,loss,val_accuracy,val_loss
0,0.23082353174686432,1.652540922164917,0.18266665935516357,1.6229480504989624
1,0.2745882272720337,1.568340539932251,0.18266665935516357,1.6527897119522095
2,0.3150588274002075,1.5104329586029053,0.18400000035762787,1.7261674404144287
3,0.36047059297561646,1.4463942050933838,0.18266665935516357,1.7378262281417847
4,0.37435293197631836,1.3972668647766113,0.31200000643730164,1.4980107545852661
5,0.3825882375240326,1.3871006965637207,0.30933332443237305,1.4074876308441162
6,0.4677647054195404,1.2137935161590576,0.36399999260902405,1.3343504667282104
7,0.4663529396057129,1.19377601146698,0.35866665840148926,1.3751193284988403
8,0.47341176867485046,1.1583542823791504,0.5066666603088379,1.1064451932907104
9,0.5301176309585571,1.0709794759750366,0.4359999895095825,1.2870728969573975
