epoch,accuracy,loss,val_accuracy,val_loss
0,0.2252500057220459,1.6618106365203857,0.18400000035762787,1.626694679260254
1,0.24150000512599945,1.612610936164856,0.18400000035762787,1.6434215307235718
2,0.24950000643730164,1.589468002319336,0.18400000035762787,1.6318565607070923
3,0.25450000166893005,1.5828895568847656,0.28200000524520874,1.6157294511795044
4,0.29750001430511475,1.5406535863876343,0.18400000035762787,1.6370395421981812
5,0.3242500126361847,1.4967764616012573,0.23600000143051147,1.6220390796661377
6,0.335750013589859,1.4919780492782593,0.3059999942779541,1.556450605392456
7,0.3707500100135803,1.4335297346115112,0.31700000166893005,1.5194441080093384
8,0.3815000057220459,1.3928016424179077,0.2029999941587448,1.5487323999404907
9,0.40950000286102295,1.3314310312271118,0.335999995470047,1.4437334537506104
